G;+;Дата;Время;Документ;Номер;Комментарий;АвтоматическийВвод;УникальныйИдентификатор;флВ;УникальныйИдентификаторА2000;ОтборВЖурнале;ИД_Ефа;Филиал документа;Филиал и тип журнала документов;Тип журнала документов;Поступление;Отгрузка;Контрагент;Основание;Номер входящего документа;;
;+;04.12.13;12:00:00;Поступление товаров;00000112954;Номер документа в Е-Фарма 13292830;1;;;;;7B707292-8FBF-4D50-BC60-F10E8EA9A7E1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1855,55;;Роста;Договор поставки №76 от 02.09.2010 г.;13292830;03.12.13;03.12.13
;+;04.12.13;12:00:00;Поступление товаров;00000112956;Номер документа в Е-Фарма 13292516;1;;;;;96C87171-E750-4C36-8BF3-018326A5CBEB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2043,93;;Роста;Договор поставки №76 от 02.09.2010 г.;13292516;03.12.13;03.12.13
;+;04.12.13;12:00:00;Поступление товаров;00000112996;Номер документа в Е-Фарма 13294104;1;;;;;D64F2DD6-B478-4008-8FDA-A89B1C166BB1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1933,25;;Роста;Договор поставки №76 от 02.09.2010 г.;13294104;03.12.13;03.12.13
;+;04.12.13;12:00:00;Поступление товаров;00000112999;Номер документа в Е-Фарма 13294232;1;;;;;FC9A9F52-4554-4289-8772-3A330B1C2FA9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6239,2;;Роста;Договор поставки №76 от 02.09.2010 г.;13294232;03.12.13;03.12.13
;+;04.12.13;12:00:00;Поступление товаров;00000113002;Номер документа в Е-Фарма 13293647;1;;;;;6908FC5E-1EB1-448A-A3BF-6B28E3008D97;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2143,02;;Роста;Договор поставки №76 от 02.09.2010 г.;13293647;03.12.13;03.12.13
;+;04.12.13;12:00:00;Поступление товаров;00000113004;Номер документа в Е-Фарма 13293468;1;;;;;B956977D-099D-4E53-923A-3FE2F1ADF752;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2946,16;;Роста;Договор поставки №76 от 02.09.2010 г.;13293468;03.12.13;03.12.13
;+;04.12.13;12:00:00;Поступление товаров;00000113011;Номер документа в Е-Фарма 13293117;1;;;;;A14DA698-4CAA-463F-B636-0068087C9244;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1350,84;;Роста;Договор поставки №76 от 02.09.2010 г.;13293117;03.12.13;03.12.13
;+;04.12.13;12:00:00;Поступление товаров;00000113012;Номер документа в Е-Фарма 13293381;1;;;;;FB29B185-8DE6-430F-9A6F-66B299541223;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1938,48;;Роста;Договор поставки №76 от 02.09.2010 г.;13293381;03.12.13;03.12.13
;+;04.12.13;12:00:00;Поступление товаров;00000113024;Номер документа в Е-Фарма 13293213;1;;;;;55052D81-5D7E-467B-8184-51070CEC58F4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5382,52;;Роста;Договор поставки №76 от 02.09.2010 г.;13293213;03.12.13;03.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113029;Номер документа в Е-Фарма 13292305;1;;;;;29D8E8F7-0142-41E7-B2FD-F40A6E1ADE07;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3721,19;;Роста;Договор поставки №76 от 02.09.2010 г.;13292305;03.12.13;03.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113041;Номер документа в Е-Фарма 13298056;1;;;;;DB51465E-5746-4B4C-9FE5-2AAE557CB335;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3491,73;;Роста;Договор поставки №76 от 02.09.2010 г.;13298056;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113043;Номер документа в Е-Фарма 13300536;1;;;;;D8E8E357-EBE7-472E-87B3-0315F7E1B2B7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;807,78;;Роста;Договор поставки №76 от 02.09.2010 г.;13300536;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113061;Номер документа в Е-Фарма 13297535;1;;;;;9C6BED00-90C3-423A-9952-C7357036C84B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2372,11;;Роста;Договор поставки №76 от 02.09.2010 г.;13297535;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113066;Номер документа в Е-Фарма 13300751;1;;;;;F700E6A5-E6C2-460C-B3D1-160C97B8FC98;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3369,05;;Роста;Договор поставки №76 от 02.09.2010 г.;13300751;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113078;Номер документа в Е-Фарма 13297627;1;;;;;CC674C32-16CE-4321-9B00-3C630EF278C4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9020,43;;Роста;Договор поставки №76 от 02.09.2010 г.;13297627;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113081;Номер документа в Е-Фарма 13300674;1;;;;;889EEA0D-04B2-43DA-ABD3-D71D90F4055A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2210,11;;Роста;Договор поставки №76 от 02.09.2010 г.;13300674;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113091;Номер документа в Е-Фарма 13300210;1;;;;;7904C66B-7188-4FDE-9D20-223E559D89DD;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3572,66;;Роста;Договор поставки №76 от 02.09.2010 г.;13300210;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113154;Номер документа в Е-Фарма 13299499;1;;;;;4BE5A1E9-A8E0-4C60-96F5-F55B0915B3C3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2205,51;;Роста;Договор поставки №76 от 02.09.2010 г.;13299499;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113156;Номер документа в Е-Фарма 13300217;1;;;;;13166926-4499-4E03-B4BE-09E7DC639808;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1056,84;;Роста;Договор поставки №76 от 02.09.2010 г.;13300217;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113194;Номер документа в Е-Фарма 13300540;1;;;;;A9E29683-58FB-4A8C-BAEE-7C2CB3CF7DAC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2146,28;;Роста;Договор поставки №76 от 02.09.2010 г.;13300540;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113232;Номер документа в Е-Фарма 13300279;1;;;;;BDBA7293-C4CE-4D12-AE29-1DE94BDDC68F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2327,22;;Роста;Договор поставки №76 от 02.09.2010 г.;13300279;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113236;Номер документа в Е-Фарма 13297542;1;;;;;8B3DE85F-BD77-45DA-AB71-126ADED08AA2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3460,22;;Роста;Договор поставки №76 от 02.09.2010 г.;13297542;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113253;Номер документа в Е-Фарма 13297575;1;;;;;BECE6AE5-D7C5-4F4B-B773-B17689B88414;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4382,52;;Роста;Договор поставки №76 от 02.09.2010 г.;13297575;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113270;Номер документа в Е-Фарма 13298792;1;;;;;18880AD1-4848-431E-8E2C-4F1C198D2569;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3432,91;;Роста;Договор поставки №76 от 02.09.2010 г.;13298792;04.12.13;04.12.13
;+;05.12.13;12:00:00;Поступление товаров;00000113534;Номер документа в Е-Фарма 13300857;1;;;;;C464F95A-4774-4065-B50B-E40E7AC865D4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3448,69;;Роста;Договор поставки №76 от 02.09.2010 г.;13300857;04.12.13;04.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113294;Номер документа в Е-Фарма 13303790;1;;;;;B4E6B87C-DCAF-4368-AAE1-9BC421E6F399;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9592,79;;Роста;Договор поставки №76 от 02.09.2010 г.;13303790;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113348;Номер документа в Е-Фарма 13303759;1;;;;;13629543-D0B3-489F-95A7-788CEB6DF185;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2983,39;;Роста;Договор поставки №76 от 02.09.2010 г.;13303759;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113349;Номер документа в Е-Фарма 13306996;1;;;;;430FB658-6BA4-4BD8-A6C1-3BAA858D9111;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;578,09;;Роста;Договор поставки №76 от 02.09.2010 г.;13306996;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113352;Номер документа в Е-Фарма 13304833;1;;;;;929EADD5-F677-486B-8B65-423677D25B2E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6067,43;;Роста;Договор поставки №76 от 02.09.2010 г.;13304833;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113363;Номер документа в Е-Фарма 13304890;1;;;;;84827F04-8A31-404C-84A4-F2078209BC9D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4974,43;;Роста;Договор поставки №76 от 02.09.2010 г.;13304890;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113371;Номер документа в Е-Фарма 13290390;1;;;;;26787646-9EF4-45BD-B06B-371FBA976DA0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;461,86;;Роста;Договор поставки №76 от 02.09.2010 г.;13290390;03.12.13;03.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113379;Номер документа в Е-Фарма 13304876;1;;;;;6F9DAFE2-21E4-4454-AB49-D56D027B760C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4048,84;;Роста;Договор поставки №76 от 02.09.2010 г.;13304876;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113382;Номер документа в Е-Фарма 13304047;1;;;;;501CC3E5-C58F-44AA-BC83-4208556C5A91;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5712,14;;Роста;Договор поставки №76 от 02.09.2010 г.;13304047;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113403;Номер документа в Е-Фарма 13304067;1;;;;;E8861C8C-24F0-432B-B76E-E5BD3C0C7BC3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;19867,49;;Роста;Договор поставки №76 от 02.09.2010 г.;13304067;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113424;Номер документа в Е-Фарма 13304176;1;;;;;72DECDED-244E-4919-8FFF-E63CA74A7348;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7373,47;;Роста;Договор поставки №76 от 02.09.2010 г.;13304176;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113425;Номер документа в Е-Фарма 13305928;1;;;;;D9E83A5D-D163-46FE-916A-FE76080F8BE4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2617,34;;Роста;Договор поставки №76 от 02.09.2010 г.;13305928;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113436;Номер документа в Е-Фарма 13307058;1;;;;;D3583CEF-25F3-4B11-9840-148B111D5743;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3654,17;;Роста;Договор поставки №76 от 02.09.2010 г.;13307058;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113438;Номер документа в Е-Фарма 13306488;1;;;;;5A090FB7-937F-4CEA-8097-A845C7A3446B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;752,25;;Роста;Договор поставки №76 от 02.09.2010 г.;13306488;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113468;Номер документа в Е-Фарма 13304917;1;;;;;DE616E9D-850E-4B85-9707-9F8C526794DA;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2786,53;;Роста;Договор поставки №76 от 02.09.2010 г.;13304917;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113471;Номер документа в Е-Фарма 13306497;1;;;;;6A31F949-BDCC-4612-B1BD-449366BD701E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;711,43;;Роста;Договор поставки №76 от 02.09.2010 г.;13306497;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113501;Номер документа в Е-Фарма 13307004;1;;;;;BF793999-5462-4D65-AABC-C5D16DB0BBC1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;276,65;;Роста;Договор поставки №76 от 02.09.2010 г.;13307004;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113510;Номер документа в Е-Фарма 13304062;1;;;;;C8404DCF-C965-45A3-AF90-E196EA72A2B0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4806,31;;Роста;Договор поставки №76 от 02.09.2010 г.;13304062;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113530;Номер документа в Е-Фарма 13304098;1;;;;;0CA38D54-2061-4F06-B8A3-8C95D7DA7A32;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3244,38;;Роста;Договор поставки №76 от 02.09.2010 г.;13304098;05.12.13;05.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113532;Номер документа в Е-Фарма 13297686;1;;;;;8AB4BB21-FCA5-4B63-85DB-EF5A664A8588;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2590,44;;Роста;Договор поставки №76 от 02.09.2010 г.;13297686;04.12.13;04.12.13
;+;06.12.13;12:00:00;Поступление товаров;00000113543;Номер документа в Е-Фарма 13300331;1;;;;;AAB8DC9F-2986-4C22-A135-01A75BFD9E72;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4462,39;;Роста;Договор поставки №76 от 02.09.2010 г.;13300331;04.12.13;04.12.13
;+;07.12.13;12:00:00;Поступление товаров;00000113560;Номер документа в Е-Фарма 13306372;1;;;;;7EA4C685-1412-47B1-A48D-878958EA4BEC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2348,26;;Роста;Договор поставки №76 от 02.09.2010 г.;13306372;05.12.13;05.12.13
;+;09.12.13;12:00:00;Поступление товаров;00000113613;Номер документа в Е-Фарма 13312580;1;;;;;832BC769-7999-45BB-8343-5DD0C00FB3D2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2672,46;;Роста;Договор поставки №76 от 02.09.2010 г.;13312580;06.12.13;06.12.13
;+;09.12.13;12:00:00;Поступление товаров;00000113637;Номер документа в Е-Фарма 13311855;1;;;;;2BD1747E-3420-45C3-A9D8-9F8CE7BAF0AE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1745,92;;Роста;Договор поставки №76 от 02.09.2010 г.;13311855;06.12.13;06.12.13
;+;09.12.13;12:00:00;Поступление товаров;00000113661;Номер документа в Е-Фарма 13311780;1;;;;;DBDC29E5-B815-4B5D-9BCF-95CB1266D1CB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2707,13;;Роста;Договор поставки №76 от 02.09.2010 г.;13311780;06.12.13;06.12.13
;+;09.12.13;12:00:00;Поступление товаров;00000113685;Номер документа в Е-Фарма 13311839;1;;;;;119FF7A6-6415-400B-AA21-B6D5672B52EE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8068,49;;Роста;Договор поставки №76 от 02.09.2010 г.;13311839;06.12.13;06.12.13
;+;09.12.13;12:00:00;Поступление товаров;00000113708;Номер документа в Е-Фарма 13312952;1;;;;;8CC09BC4-17EE-4412-8CEE-D39301354C43;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4086,92;;Роста;Договор поставки №76 от 02.09.2010 г.;13312952;09.12.13;09.12.13
;+;09.12.13;12:00:00;Поступление товаров;00000113738;Номер документа в Е-Фарма 13311778;1;;;;;7ADCE928-1F44-4ECF-90FB-5AE220C6853D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2733,13;;Роста;Договор поставки №76 от 02.09.2010 г.;13311778;06.12.13;06.12.13
;+;09.12.13;12:00:00;Поступление товаров;00000113788;Номер документа в Е-Фарма 13246913;1;;;;;7F81264B-5A36-4A70-B0F1-EF40981270BE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;603,21;;Роста;Договор поставки №76 от 02.09.2010 г.;13246913;09.12.13;09.12.13
;+;09.12.13;12:00:00;Поступление товаров;00000113795;Номер документа в Е-Фарма 13312693;1;;;;;98BDD816-4665-4D72-AF1F-23D335F76305;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6284,67;;Роста;Договор поставки №76 от 02.09.2010 г.;13312693;06.12.13;06.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000113869;Номер документа в Е-Фарма 13319352;1;;;;;724FC805-A407-4536-9E17-779F5693AEAA;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2360,59;;Роста;Договор поставки №76 от 02.09.2010 г.;13319352;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000113884;Номер документа в Е-Фарма 13318032;1;;;;;873147FE-2CCF-4853-8B0B-F31B1E74529E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1036,94;;Роста;Договор поставки №76 от 02.09.2010 г.;13318032;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000113915;Номер документа в Е-Фарма 13317378;1;;;;;EBE368C3-9BF9-4601-ABB2-EDB08E75D384;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10489,76;;Роста;Договор поставки №76 от 02.09.2010 г.;13317378;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000113916;Номер документа в Е-Фарма 13318752;1;;;;;7267BF1B-3A70-4F1E-B802-0A9705018A79;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6640,59;;Роста;Договор поставки №76 от 02.09.2010 г.;13318752;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000113936;Номер документа в Е-Фарма 13318821;1;;;;;F8833D42-7CE9-4E44-82F4-72316CB28338;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11087,37;;Роста;Договор поставки №76 от 02.09.2010 г.;13318821;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000113940;Номер документа в Е-Фарма 13320168;1;;;;;F63CE5DD-9D69-4422-9111-5F3200BE0FBC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;16555,5;;Роста;Договор поставки №76 от 02.09.2010 г.;13320168;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000113986;Номер документа в Е-Фарма 13318263;1;;;;;246A7E07-8BC6-43F5-9B3F-CEBAA2748AC7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2637,68;;Роста;Договор поставки №76 от 02.09.2010 г.;13318263;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000113998;Номер документа в Е-Фарма 13319543;1;;;;;5985B42D-284D-4C71-9F00-53F7CCD3AE62;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12228,73;;Роста;Договор поставки №76 от 02.09.2010 г.;13319543;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114029;Номер документа в Е-Фарма 13319856;1;;;;;B1BEEE2A-C62B-4F26-B254-E7850AA5678B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;33586,18;;Роста;Договор поставки №76 от 02.09.2010 г.;13319856;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114038;Номер документа в Е-Фарма 13319466;1;;;;;43C3646E-A85A-4DCD-8269-21252872B0EF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12717,93;;Роста;Договор поставки №76 от 02.09.2010 г.;13319466;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114064;Номер документа в Е-Фарма 13320347;1;;;;;9AB1459A-C79D-4B76-BCA8-C12B0A218CD0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8680,11;;Роста;Договор поставки №76 от 02.09.2010 г.;13320347;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114065;Номер документа в Е-Фарма 13317822;1;;;;;2AA1E0F6-A6DC-4441-9623-34612FC4E7FA;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3439,99;;Роста;Договор поставки №76 от 02.09.2010 г.;13317822;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114072;Номер документа в Е-Фарма 13317806;1;;;;;836FFCCB-C0FE-436E-BCA6-3669D3423A42;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6252,9;;Роста;Договор поставки №76 от 02.09.2010 г.;13317806;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114073;Номер документа в Е-Фарма 13318774;1;;;;;C7F9D7D2-0AFD-46AB-A6C1-589DBE450C5E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;770,61;;Роста;Договор поставки №76 от 02.09.2010 г.;13318774;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114079;Номер документа в Е-Фарма 13320235;1;;;;;399308F0-99C7-43C2-8AA8-D4E492FF45A4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6162,99;;Роста;Договор поставки №76 от 02.09.2010 г.;13320235;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114080;Номер документа в Е-Фарма 13317784;1;;;;;ACED20D8-ED43-4D50-975D-2BAB88CF4D35;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4209,19;;Роста;Договор поставки №76 от 02.09.2010 г.;13317784;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114084;Номер документа в Е-Фарма 13316004;1;;;;;E139870E-5BF2-4583-8174-13B220BA9081;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2255,19;;Роста;Договор поставки №76 от 02.09.2010 г.;13316004;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114089;Номер документа в Е-Фарма 13320381;1;;;;;20765923-A100-4E78-B423-DCFC99B96F7C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7055,35;;Роста;Договор поставки №76 от 02.09.2010 г.;13320381;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114094;Номер документа в Е-Фарма 13318053;1;;;;;25317823-73D2-4EC8-B251-A52F45764A3D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3599,5;;Роста;Договор поставки №76 от 02.09.2010 г.;13318053;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114096;Номер документа в Е-Фарма 13319548;1;;;;;7A854C1E-8DF3-42F8-B5BA-FDA7945F86F9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4940,99;;Роста;Договор поставки №76 от 02.09.2010 г.;13319548;09.12.13;09.12.13
;+;10.12.13;12:00:00;Поступление товаров;00000114105;Номер документа в Е-Фарма 13320144;1;;;;;248E9BE6-D77C-40D7-A0DB-ADD0C00F30D2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5395,05;;Роста;Договор поставки №76 от 02.09.2010 г.;13320144;09.12.13;09.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114142;Номер документа в Е-Фарма 13326933;1;;;;;31509105-D2FF-43CD-8A73-66D3F92DB4AB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2524,03;;Роста;Договор поставки №76 от 02.09.2010 г.;13326933;10.12.13;10.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114161;Номер документа в Е-Фарма 13325963;1;;;;;17E49532-0481-4DA3-BC05-D4BE5BA831D6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2552,68;;Роста;Договор поставки №76 от 02.09.2010 г.;13325963;10.12.13;10.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114182;Номер документа в Е-Фарма 13325609;1;;;;;36BBB4E9-AF7C-4C83-A322-16465EC02F34;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5050,36;;Роста;Договор поставки №76 от 02.09.2010 г.;13325609;10.12.13;10.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114184;Номер документа в Е-Фарма 13327613;1;;;;;5EE7362A-CC1E-4319-B2E3-3C06724F7248;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3139,85;;Роста;Договор поставки №76 от 02.09.2010 г.;13327613;10.12.13;10.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114218;Номер документа в Е-Фарма 13324547;1;;;;;1A208938-760F-4B84-BD3E-107272261B1D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;13045,16;;Роста;Договор поставки №76 от 02.09.2010 г.;13324547;10.12.13;10.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114256;Номер документа в Е-Фарма 13323379;1;;;;;7279249E-0D75-4DC3-B6E8-7F2E7C0B5A28;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9636,46;;Роста;Договор поставки №76 от 02.09.2010 г.;13323379;10.12.13;10.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114257;Номер документа в Е-Фарма 13324200;1;;;;;6B8FF347-2839-46CD-B28B-B57C90FECB61;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2341,31;;Роста;Договор поставки №76 от 02.09.2010 г.;13324200;10.12.13;10.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114275;Номер документа в Е-Фарма 13324799;1;;;;;1AE43E47-BB4F-4579-A9A7-66948E81F13A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5162,35;;Роста;Договор поставки №76 от 02.09.2010 г.;13324799;10.12.13;10.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114289;Номер документа в Е-Фарма 13327377;1;;;;;BE25B701-19D2-4AD4-8F9E-20AFDC127F64;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2350,9;;Роста;Договор поставки №76 от 02.09.2010 г.;13327377;10.12.13;10.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114350;Номер документа в Е-Фарма 13323862;1;;;;;ACF3A48F-C6A6-409E-8E6E-07EA8B8998D9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4305,8;;Роста;Договор поставки №76 от 02.09.2010 г.;13323862;10.12.13;10.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114351;Номер документа в Е-Фарма 13326041;1;;;;;5021F892-FF92-4166-B160-C9CAA908F292;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5998,72;;Роста;Договор поставки №76 от 02.09.2010 г.;13326041;10.12.13;10.12.13
;+;11.12.13;12:00:00;Поступление товаров;00000114352;Номер документа в Е-Фарма 13325008;1;;;;;2F49E954-B8A9-46F6-8333-9DDD437B65B2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3172,29;;Роста;Договор поставки №76 от 02.09.2010 г.;13325008;10.12.13;10.12.13
