G;+;Дата;Время;Документ;Номер;Комментарий;АвтоматическийВвод;УникальныйИдентификатор;флВ;УникальныйИдентификаторА2000;ОтборВЖурнале;ИД_Ефа;Филиал документа;Филиал и тип журнала документов;Тип журнала документов;Поступление;Отгрузка;Контрагент;Основание;Номер входящего документа;;
;+;01.11.13;12:00:00;Поступление товаров;00000107865;Номер документа в Е-Фарма 399116;1;;;;;8BB49EA2-9797-4BD2-8E05-3214320F4EFF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6258,88;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);399116;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107866;Номер документа в Е-Фарма 399253;1;;;;;7BAC955C-CD48-4248-9E8C-4E54530BEE7A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2342,58;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);399253;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107869;Номер документа в Е-Фарма 398510;1;;;;;7EE5ABC0-A4B5-4536-86C0-B9CBE7122E58;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2738,04;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);398510;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107870;Номер документа в Е-Фарма 399894;1;;;;;D5AFCF70-609D-440C-B84C-9E1E08DBF5F5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10970,76;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);399894;31.10.13;31.10.13
;+;02.11.13;12:00:00;Поступление товаров;00000107886;Номер документа в Е-Фарма 400615;1;;;;;B241B548-E15B-4A87-BF11-15CAE2F07F02;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6146,32;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400615;01.11.13;01.11.13
;+;02.11.13;12:00:00;Поступление товаров;00000107887;Номер документа в Е-Фарма 401055;1;;;;;E7AFAC2F-0E7B-4206-8FA1-D2C387A167AF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7826,06;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401055;01.11.13;01.11.13
;+;03.11.13;12:00:00;Поступление товаров;00000107895;Номер документа в Е-Фарма 401058;1;;;;;9F74D9C6-A034-42E0-8F65-997C07BBCE8B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8190,27;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401058;01.11.13;01.11.13
;+;03.11.13;12:00:00;Поступление товаров;00000107896;Номер документа в Е-Фарма 401710;1;;;;;46320C46-F5D6-4B96-B354-8D10D3892D6E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3900,91;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401710;01.11.13;01.11.13
;+;03.11.13;12:00:00;Поступление товаров;00000107897;Номер документа в Е-Фарма 401838;1;;;;;48DE10CC-D8F8-4B90-A9F7-7673310DFC7A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4787,53;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401838;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107902;Номер документа в Е-Фарма 400692;1;;;;;944636D9-1824-479C-B6B3-A6FFC8204210;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5457,22;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400692;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107906;Номер документа в Е-Фарма 401247;1;;;;;E7713565-8F47-4F9D-91C6-6A74EDF0CB27;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9310,45;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401247;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107915;Номер документа в Е-Фарма 401074;1;;;;;9FAE1A16-FC89-4DF1-94E2-724CE3884C9F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3465,13;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401074;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107916;Номер документа в Е-Фарма 400858;1;;;;;52DFA1DB-7E77-4948-A037-C59073A3E50B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9238,63;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400858;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107917;Номер документа в Е-Фарма 400909;1;;;;;2494F7B7-84A3-47CF-A543-D31EBEC1FF89;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12206,5;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400909;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107922;Номер документа в Е-Фарма 401983;1;;;;;C16A8B81-1B5B-48C2-B1EA-BD8430CA6DB1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2682,16;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401983;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107927;Номер документа в Е-Фарма 400984;1;;;;;5E092AF5-14C5-42D8-A50A-E55BA5D2580B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8881,75;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400984;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107928;Номер документа в Е-Фарма 400693;1;;;;;E78654B3-3581-4A57-AA06-041D0683EE6B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5109,83;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400693;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107930;Номер документа в Е-Фарма 400694;1;;;;;69064027-2CC0-4064-A02C-15E8F580CCD1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8095,89;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400694;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107937;Номер документа в Е-Фарма 400908;1;;;;;C7DEC1DB-9511-4963-9462-791EE1FCCD03;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12624,59;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400908;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107945;Номер документа в Е-Фарма 402080;1;;;;;1FF24860-26A4-4665-98D4-85472FF9F2C7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4150,57;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);402080;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107960;Номер документа в Е-Фарма 400870;1;;;;;9A44F5E0-E3BD-4D36-A717-C79D4929B349;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;15168,45;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400870;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107972;Номер документа в Е-Фарма 401152;1;;;;;15AFFA4B-0334-41BE-8EE0-DE8D23C3B9D1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9550,59;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401152;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107973;Номер документа в Е-Фарма 401742;1;;;;;D1910AFF-9C89-4BBE-964A-E3026AFD8F46;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2209,24;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401742;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107978;Номер документа в Е-Фарма 400985;1;;;;;FC733CE9-6D31-4572-83E8-2D5EE994644A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10823,61;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400985;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107979;Номер документа в Е-Фарма 401883;1;;;;;9908CFBA-342B-40CB-B12A-57FBAB4BDD15;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2487,87;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401883;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000107985;Номер документа в Е-Фарма 401226;1;;;;;225830FC-2C24-4734-BA92-FC248A92715E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4537,9;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401226;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000108003;Номер документа в Е-Фарма 400666;1;;;;;8003B99D-A8EB-44ED-A0AF-165CE6587DBA;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6146,9;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400666;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000108012;Номер документа в Е-Фарма 400759;1;;;;;C1EF7763-4C38-4FAF-9515-4B5F6CC08882;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4394,3;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);400759;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000108023;Номер документа в Е-Фарма 401228;1;;;;;202985F5-B112-4777-9657-0B1E38FE2690;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10520,19;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401228;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000108025;Номер документа в Е-Фарма 401741;1;;;;;D084B2F1-14F9-40BB-9C8A-01C0D58DE51F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4722,08;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);401741;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000108031;Номер документа в Е-Фарма 403290;1;;;;;7D7FC82E-9866-49C9-8E6B-9C0ABD950454;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7539,93;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403290;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108038;Номер документа в Е-Фарма 403365;1;;;;;233B269F-A3B6-4794-91E0-6F0FD427F292;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;36896,81;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403365;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108045;Номер документа в Е-Фарма 404535;1;;;;;D045D95B-A509-4465-AEA1-EF2DBA262414;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9706,64;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404535;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108046;Номер документа в Е-Фарма 404702;1;;;;;E3FDE17A-CA14-471E-A11F-9AB0B5572BE5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;475,86;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404702;06.11.13;06.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108047;Номер документа в Е-Фарма 404705;1;;;;;CDD8BD8B-7D01-4635-9590-C703393680C4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4810,9;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404705;06.11.13;06.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108052;Номер документа в Е-Фарма 403555;1;;;;;4BF5E7BC-B3A1-4721-8940-E21D5F9952B0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;57862,37;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403555;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108053;Номер документа в Е-Фарма 404327;1;;;;;76BC3409-37F0-471A-BF5C-32AC7C6CCA88;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2129,71;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404327;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108054;Номер документа в Е-Фарма 404456;1;;;;;0F6BE01E-14D5-4C35-BD90-CCA1D2A4D181;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2324,18;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404456;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108055;Номер документа в Е-Фарма 404457;1;;;;;3F2767DE-8666-45E1-9A88-DA1C2F324722;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4538,71;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404457;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108056;Номер документа в Е-Фарма 404459;1;;;;;F0EAF8FF-0626-4EE4-B0DE-793ED4327303;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7580,38;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404459;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108063;Номер документа в Е-Фарма 403792;1;;;;;23959B99-D132-43C5-AD75-BA27B5561CBE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;32221,38;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403792;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108064;Номер документа в Е-Фарма 403846;1;;;;;751E6E6A-7325-4851-8B7E-FA47E6065934;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4211,68;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403846;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108065;Номер документа в Е-Фарма 403883;1;;;;;F4394A23-9FB2-4EF9-B983-051B38A75BAE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5083,98;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403883;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108072;Номер документа в Е-Фарма 403760;1;;;;;07BFF8E1-602F-4D6D-95FD-1F8F7D07A686;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6853,11;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403760;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108078;Номер документа в Е-Фарма 404534;1;;;;;BD89CA45-B98D-46B2-9F70-0C6E0845E8B3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;59050,92;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404534;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108082;Номер документа в Е-Фарма 403862;1;;;;;2A4C477D-C802-4A5F-980F-8E3BB615BC6D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;20376,86;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403862;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108110;Номер документа в Е-Фарма 403566;1;;;;;7D161709-E656-4BE5-A6B1-2FA2A5128F93;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5988,45;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403566;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108111;Номер документа в Е-Фарма 403791;1;;;;;B8551B3F-68D9-4C4A-9510-6A6C82899AAC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;23191,06;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403791;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108118;Номер документа в Е-Фарма 404600;1;;;;;1BEDEA45-85ED-4037-BC52-E4AD067CFAF1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;20266,24;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404600;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108119;Номер документа в Е-Фарма 404601;1;;;;;73A43E28-25C8-4D6E-93AE-B064F4CBAB2F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4960,79;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404601;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108136;Номер документа в Е-Фарма 403567;1;;;;;996BB55B-01C4-4C22-97E9-402A285BC1C2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4678,41;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403567;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108153;Номер документа в Е-Фарма 403425;1;;;;;097AD04F-FF0A-4433-8207-68F568BFDC4C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;68442,63;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403425;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108165;Номер документа в Е-Фарма 402534;1;;;;;65F4548C-B44A-4607-9DEA-B81880511824;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4489,43;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);402534;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108166;Номер документа в Е-Фарма 403715;1;;;;;5FF02061-F3DB-4018-BFBD-2679296740DB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;22329,09;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403715;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108168;Номер документа в Е-Фарма 404536;1;;;;;6FC5F35A-1F9A-4473-B656-E0D63D00376A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;16047,16;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404536;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108181;Номер документа в Е-Фарма 403448;1;;;;;51163B13-ECAA-4494-873E-3B3CBC73B95F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;37806,09;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);403448;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108182;Номер документа в Е-Фарма 404136;1;;;;;5BD2FE6C-032F-4580-9A9B-8C7007000519;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5251,62;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);404136;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108190;Номер документа в Е-Фарма 402595;1;;;;;541243A0-C36D-46C9-BB72-58E107DD37E8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2048,64;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);402595;05.11.13;05.11.13
